Merchant,Amount,Category,Card,Date,Note
Adobe,67.89,Services,UOB One,2017-11-28 10:30:49,
Netflix,70.63,Services,Amex Gold,2019-10-17 23:47:44,Top-up
Spotify,76.64,Services,HSBC Revolution,2010-02-27 11:50:48,Top-up
Decathlon,1218.90,Shopping,HSBC Revolution,2010-05-27 16:13:32,Fuel
Adobe,37.49,Services,UOB One,2012-04-21 20:10:54,
Google,142.36,Other,HSBC Revolution,2014-03-13 21:25:40,
Decathlon,643.95,Shopping,Chase Sapphire Preferred,2015-04-04 23:17:56,Hotel deposit
Netflix,31.33,Services,Citi Rewards,2017-12-14 22:32:10,
Google,250.04,Other,UOB One,2016-08-25 16:06:20,
Concerts,133.64,Entertainment,Chase Sapphire Preferred,2013-02-22 11:04:15,Snacks
Amazon,317.91,Shopping,Amex Gold,2023-02-11 16:52:52,
Utilities Co,33.07,Services,UOB One,2015-06-30 10:00:20,Gift
McDonald's,194.41,Food & Drinks,HSBC Revolution,2011-12-09 16:26:36,Hotel deposit
Target,1890.64,Shopping,Amex Gold,2018-07-08 17:58:04,Lunch
Burger King,50.23,Food & Drinks,Chase Sapphire Preferred,2018-11-01 03:21:28,Fuel
Zara,1715.94,Shopping,UOB One,2022-11-19 20:41:35,Sale promo
Chipotle,29.28,Food & Drinks,Citi Rewards,2011-11-16 10:01:28,Sale promo
Concerts,4.65,Entertainment,UOB One,2012-08-30 15:23:02,
AirAsia,585.69,Travel,Citi Rewards,2012-02-27 17:21:59,
Shell,1096.86,Travel,HSBC Revolution,2017-05-20 15:59:59,Membership renewal
Lyft,500.55,Travel,UOB One,2017-05-01 02:24:41,Sale promo
Misc Store,195.61,Other,Chase Sapphire Preferred,2022-12-14 21:55:48,Sale promo
Supermart,192.48,Other,Amex Gold,2018-11-12 09:21:13,Gift
Spotify,61.45,Services,Citi Rewards,2014-04-10 18:21:33,
Cinema,198.74,Entertainment,DBS Live Fresh,2017-03-14 16:07:12,
Netflix,22.90,Services,UOB One,2016-05-29 06:09:44,
iCloud,12.94,Services,Amex Gold,2012-05-26 07:43:50,Top-up
Supermart,392.19,Other,Chase Sapphire Preferred,2010-01-15 07:33:44,Top-up
Supermart,216.42,Other,DBS Live Fresh,2010-09-28 17:35:38,
Concerts,91.15,Entertainment,Amex Gold,2023-06-16 21:35:42,
Pharmacy,537.60,Health,Amex Gold,2018-10-08 07:48:59,
Apple,341.41,Other,DBS Live Fresh,2015-07-04 13:51:37,
Misc Store,364.09,Other,HSBC Revolution,2018-08-22 04:07:17,Household items
Local Cafe,69.96,Food & Drinks,Chase Sapphire Preferred,2010-07-27 14:47:07,
Misc Store,392.47,Other,UOB One,2022-01-31 09:41:33,
Apple TV+,119.29,Entertainment,DBS Live Fresh,2020-10-19 08:06:49,Monthly subscription
Local Shop,168.86,Other,HSBC Revolution,2015-03-01 11:56:08,
Google,362.76,Other,Citi Rewards,2017-08-15 18:49:16,Fuel
Target,1450.93,Shopping,HSBC Revolution,2015-11-25 14:55:12,Gift
Local Shop,250.65,Other,Citi Rewards,2024-01-05 14:53:16,
Concerts,17.75,Entertainment,DBS Live Fresh,2012-12-05 11:55:37,Coffee
Amazon,1688.42,Shopping,HSBC Revolution,2022-09-04 12:26:43,Fuel
Optics,219.11,Health,UOB One,2024-06-21 19:32:40,Lunch
Burger King,71.04,Food & Drinks,DBS Live Fresh,2010-12-23 10:59:32,
Optics,393.05,Health,Citi Rewards,2016-10-08 09:02:33,Hotel deposit
Walmart,1540.04,Shopping,Amex Gold,2024-05-30 09:30:09,
Steam,78.95,Entertainment,UOB One,2011-08-08 20:26:06,
Steam,163.50,Entertainment,Citi Rewards,2023-04-05 11:16:20,Fuel
Expedia,1378.78,Travel,Chase Sapphire Preferred,2024-07-20 13:36:15,Groceries
Lyft,549.88,Travel,Citi Rewards,2023-11-16 20:53:09,
Phone Carrier,28.88,Services,DBS Live Fresh,2019-04-15 20:07:37,Delivery fee
AirAsia,767.97,Travel,Citi Rewards,2013-05-03 08:42:58,
Clinic,267.00,Health,UOB One,2012-10-11 07:26:34,Gift
iCloud,72.56,Services,Amex Gold,2012-02-02 13:39:47,
Dental Care,384.52,Health,Citi Rewards,2018-01-01 18:52:47,
Google,358.14,Other,Amex Gold,2010-04-21 06:29:31,Lunch
Spotify,24.40,Services,DBS Live Fresh,2024-10-04 20:08:47,Pharmacy run
KFC,156.06,Food & Drinks,Amex Gold,2021-05-07 09:06:56,
Local Cafe,125.39,Food & Drinks,Amex Gold,2010-07-10 17:11:15,
Supermart,336.00,Other,UOB One,2022-09-25 11:29:54,
Local Shop,257.69,Other,UOB One,2022-09-02 09:30:41,
Pharmacy,556.76,Health,HSBC Revolution,2011-05-09 15:03:18,Coffee
Grab,1485.94,Travel,Amex Gold,2024-05-25 14:25:01,
Steam,95.35,Entertainment,UOB One,2018-02-03 17:48:22,
Walmart,1865.52,Shopping,HSBC Revolution,2012-06-04 07:13:37,Airport ride
Uniqlo,726.57,Shopping,Amex Gold,2023-01-01 13:28:49,Top-up
Subway,135.87,Food & Drinks,UOB One,2010-10-25 08:06:42,
Grab,195.54,Travel,Amex Gold,2025-09-30 10:19:27,
Target,387.31,Shopping,UOB One,2013-12-01 14:25:45,
Phone Carrier,69.98,Services,DBS Live Fresh,2012-12-31 18:01:48,
Concerts,68.25,Entertainment,UOB One,2021-09-15 15:56:37,
Uniqlo,1010.91,Shopping,HSBC Revolution,2020-02-09 10:48:30,Membership renewal
Expedia,1660.49,Travel,HSBC Revolution,2021-08-11 14:33:21,Groceries
Uniqlo,820.53,Shopping,Citi Rewards,2024-07-01 11:42:45,
Grab,1494.80,Travel,UOB One,2017-07-28 15:33:42,
Shell,1038.39,Travel,DBS Live Fresh,2017-05-24 09:26:47,
Clinic,202.09,Health,DBS Live Fresh,2022-03-24 10:40:20,
Lyft,1945.00,Travel,HSBC Revolution,2011-12-15 16:21:47,Coffee
Concerts,13.18,Entertainment,HSBC Revolution,2020-07-11 10:13:31,Delivery fee
Zara,401.44,Shopping,HSBC Revolution,2025-07-28 17:24:56,
Chipotle,188.90,Food & Drinks,DBS Live Fresh,2024-12-07 13:29:36,Snacks
Expedia,315.86,Travel,HSBC Revolution,2024-09-19 18:01:02,
Cinema,158.43,Entertainment,Chase Sapphire Preferred,2011-08-29 17:11:32,
Apple TV+,14.37,Entertainment,DBS Live Fresh,2013-02-06 10:20:31,Hotel deposit
Misc Store,308.05,Other,DBS Live Fresh,2022-12-13 04:44:25,Lunch
Steam,3.31,Entertainment,Chase Sapphire Preferred,2014-07-06 15:22:32,
Uniqlo,1321.33,Shopping,Amex Gold,2018-03-26 19:57:41,Membership renewal
iCloud,53.08,Services,HSBC Revolution,2020-07-14 10:33:12,
Starbucks,27.49,Food & Drinks,UOB One,2017-11-27 08:21:04,Household items
Dental Care,457.73,Health,Amex Gold,2013-12-31 10:27:29,Top-up
Apple TV+,90.52,Entertainment,UOB One,2014-04-07 20:50:52,Hotel deposit
Shell,652.12,Travel,UOB One,2013-07-09 15:00:19,
AirAsia,193.38,Travel,DBS Live Fresh,2010-01-07 12:30:04,
Arcade,8.88,Entertainment,DBS Live Fresh,2023-06-01 11:42:36,
iCloud,32.05,Services,UOB One,2022-01-17 22:38:48,Dinner with friends
Spotify,8.12,Services,HSBC Revolution,2012-01-14 17:10:18,
KFC,101.59,Food & Drinks,UOB One,2023-10-11 09:47:03,Sale promo
Clinic,558.84,Health,UOB One,2024-06-02 20:23:45,Sale promo
Burger King,146.35,Food & Drinks,UOB One,2025-02-17 11:13:20,
Phone Carrier,59.94,Services,Chase Sapphire Preferred,2021-04-01 13:33:44,Pharmacy run
Optics,168.14,Health,UOB One,2022-05-09 11:43:04,Membership renewal
Misc Store,280.58,Other,DBS Live Fresh,2023-06-02 14:42:25,
Amazon,795.77,Shopping,DBS Live Fresh,2024-08-22 21:28:21,Pharmacy run
McDonald's,173.90,Food & Drinks,DBS Live Fresh,2010-08-26 14:04:40,
KFC,45.89,Food & Drinks,UOB One,2010-04-13 05:25:12,Fuel
Pharmacy,410.51,Health,Citi Rewards,2016-08-13 09:28:32,Groceries
Dental Care,73.78,Health,DBS Live Fresh,2013-06-24 17:23:48,
Clinic,440.39,Health,HSBC Revolution,2022-09-26 15:42:40,Delivery fee
McDonald's,184.62,Food & Drinks,UOB One,2025-02-01 08:51:38,Membership renewal
Utilities Co,56.06,Services,UOB One,2015-09-11 11:33:37,
Pharmacy,62.61,Health,UOB One,2013-02-05 16:58:38,Fuel
Subway,111.17,Food & Drinks,HSBC Revolution,2023-12-27 21:00:03,
Lyft,1554.10,Travel,Amex Gold,2024-01-16 07:08:25,Household items
iCloud,2.56,Services,UOB One,2011-02-04 09:48:34,
Starbucks,101.45,Food & Drinks,Citi Rewards,2011-06-04 16:47:38,
Grab,1403.77,Travel,Amex Gold,2020-12-29 11:46:37,Delivery fee
Pharmacy,267.08,Health,UOB One,2025-06-08 11:35:38,Coffee
Concerts,176.93,Entertainment,Citi Rewards,2021-10-02 13:35:31,
Optics,13.39,Health,Amex Gold,2021-05-06 08:09:35,
Arcade,185.89,Entertainment,DBS Live Fresh,2023-07-26 09:09:34,
Qantas,216.70,Travel,UOB One,2022-05-10 19:22:51,
Apple TV+,98.43,Entertainment,Citi Rewards,2012-08-31 11:42:19,
iCloud,22.88,Services,UOB One,2016-02-15 10:29:43,Weekend trip
Amazon,1847.37,Shopping,Chase Sapphire Preferred,2012-02-03 23:22:46,
Qantas,1869.91,Travel,Chase Sapphire Preferred,2018-03-03 10:47:19,
Chipotle,150.19,Food & Drinks,Chase Sapphire Preferred,2015-10-04 13:41:00,Lunch
Apple,362.27,Other,DBS Live Fresh,2019-06-18 19:52:26,Snacks
Dental Care,304.73,Health,Citi Rewards,2011-05-09 14:28:34,
Steam,77.25,Entertainment,UOB One,2024-02-14 11:40:18,Hotel deposit
IKEA,607.69,Shopping,Amex Gold,2017-07-23 12:47:36,Coffee
Zara,1789.39,Shopping,DBS Live Fresh,2012-07-08 08:55:59,
Decathlon,1236.10,Shopping,Chase Sapphire Preferred,2011-04-07 10:11:13,Household items
Expedia,497.30,Travel,UOB One,2015-05-01 05:10:07,
Misc Store,6.54,Other,HSBC Revolution,2018-01-19 07:26:01,
Optics,361.15,Health,Amex Gold,2014-08-03 10:37:31,Delivery fee
Netflix,43.08,Services,DBS Live Fresh,2022-08-13 20:37:07,
Local Shop,196.45,Other,Citi Rewards,2022-04-06 09:27:23,Top-up
Steam,71.96,Entertainment,DBS Live Fresh,2017-08-30 18:32:47,
Concerts,174.80,Entertainment,HSBC Revolution,2017-09-13 07:07:51,
Grab,535.25,Travel,Citi Rewards,2023-06-27 16:59:24,Delivery fee
Walmart,647.06,Shopping,DBS Live Fresh,2015-10-08 12:30:30,Coffee
Adobe,7.27,Services,Amex Gold,2013-10-13 13:32:29,Membership renewal
Pharmacy,58.02,Health,DBS Live Fresh,2019-04-30 17:53:33,Sale promo
Phone Carrier,43.49,Services,HSBC Revolution,2013-10-04 07:11:52,
Cinema,66.77,Entertainment,Chase Sapphire Preferred,2010-03-18 10:22:47,Coffee
iCloud,29.78,Services,DBS Live Fresh,2010-07-21 10:36:04,
Subway,60.22,Food & Drinks,Amex Gold,2012-02-20 19:47:55,Airport ride
Decathlon,501.46,Shopping,Amex Gold,2025-01-10 20:49:48,Coffee
Uniqlo,1754.80,Shopping,Amex Gold,2016-04-08 15:30:20,
Pharmacy,243.61,Health,DBS Live Fresh,2023-10-16 08:11:46,
AirAsia,1055.44,Travel,Chase Sapphire Preferred,2019-07-13 12:40:20,
Expedia,301.14,Travel,DBS Live Fresh,2021-12-08 17:12:29,
Spotify,47.45,Services,Chase Sapphire Preferred,2017-12-23 12:37:41,
Arcade,169.57,Entertainment,UOB One,2017-01-03 02:31:42,
Phone Carrier,74.46,Services,Citi Rewards,2010-03-11 18:48:03,
Subway,133.37,Food & Drinks,Citi Rewards,2017-07-19 16:38:25,Lunch
Cinema,186.03,Entertainment,Chase Sapphire Preferred,2020-05-31 09:11:44,
iCloud,36.44,Services,Amex Gold,2012-09-10 10:24:15,Pharmacy run
Cinema,72.19,Entertainment,HSBC Revolution,2018-07-04 07:29:28,Top-up
Uniqlo,638.31,Shopping,HSBC Revolution,2011-07-17 16:37:50,
AirAsia,78.25,Travel,HSBC Revolution,2018-08-11 16:19:00,Hotel deposit
Clinic,334.87,Health,HSBC Revolution,2010-01-14 11:47:25,Snacks
Zara,441.68,Shopping,DBS Live Fresh,2020-07-14 21:02:49,Lunch
Starbucks,170.85,Food & Drinks,Amex Gold,2016-12-14 14:28:11,Airport ride
Uber,782.37,Travel,Citi Rewards,2014-02-14 14:50:01,
Zara,1874.37,Shopping,DBS Live Fresh,2013-10-26 12:56:52,
Amazon,1957.26,Shopping,Citi Rewards,2022-05-03 14:19:05,Fuel
Spotify,69.79,Services,Chase Sapphire Preferred,2017-04-01 16:36:02,
Grab,439.34,Travel,DBS Live Fresh,2016-12-10 14:43:58,Delivery fee
Pharmacy,271.40,Health,UOB One,2013-05-21 13:27:21,
Local Shop,194.90,Other,UOB One,2015-12-15 14:28:50,Hotel deposit
Starbucks,65.73,Food & Drinks,Chase Sapphire Preferred,2022-09-04 17:42:56,Airport ride
Starbucks,10.70,Food & Drinks,Citi Rewards,2015-08-02 16:51:47,Weekend trip
Uber,1260.08,Travel,Chase Sapphire Preferred,2025-07-07 10:20:33,Household items
KFC,60.52,Food & Drinks,DBS Live Fresh,2016-02-14 17:40:09,Lunch
Uniqlo,42.67,Shopping,Chase Sapphire Preferred,2014-11-14 06:03:50,Pharmacy run
Lyft,818.07,Travel,Chase Sapphire Preferred,2010-03-27 13:07:27,
Pharmacy,212.53,Health,Chase Sapphire Preferred,2016-03-28 15:27:05,Pharmacy run
Misc Store,267.11,Other,UOB One,2016-01-23 04:02:55,
Burger King,9.68,Food & Drinks,Citi Rewards,2020-11-25 14:08:08,
Local Shop,251.07,Other,DBS Live Fresh,2010-08-19 20:24:19,
Burger King,68.41,Food & Drinks,Amex Gold,2021-01-16 10:44:54,
Pharmacy,142.91,Health,HSBC Revolution,2021-02-24 11:35:13,Snacks
Walmart,615.76,Shopping,Amex Gold,2015-07-14 17:58:47,Groceries
Expedia,479.07,Travel,Amex Gold,2011-02-06 17:49:18,
Arcade,56.61,Entertainment,Citi Rewards,2020-10-27 19:39:40,
Utilities Co,20.57,Services,HSBC Revolution,2020-05-02 03:02:46,Sale promo
Decathlon,1102.06,Shopping,HSBC Revolution,2014-08-25 16:55:57,
Optics,382.86,Health,UOB One,2024-04-30 10:19:00,
Netflix,35.56,Services,HSBC Revolution,2019-08-10 14:28:13,Lunch
Qantas,1776.20,Travel,Chase Sapphire Preferred,2016-11-29 21:58:35,Lunch
Walmart,1095.69,Shopping,HSBC Revolution,2016-06-17 14:43:11,Sale promo
Apple,104.69,Other,UOB One,2014-06-11 20:24:09,Coffee
Google,91.52,Other,Citi Rewards,2011-11-03 07:25:37,Membership renewal
Walmart,1575.40,Shopping,Amex Gold,2025-01-29 14:59:31,
Steam,99.19,Entertainment,Citi Rewards,2016-03-10 03:03:40,
Qantas,248.27,Travel,UOB One,2025-05-17 09:14:05,
Optics,560.37,Health,Chase Sapphire Preferred,2010-08-17 19:11:24,
Pharmacy,502.22,Health,Citi Rewards,2023-02-06 09:05:57,Groceries
Dental Care,461.98,Health,Citi Rewards,2016-04-17 08:16:18,
Steam,127.68,Entertainment,HSBC Revolution,2020-03-14 20:26:47,
Concerts,20.00,Entertainment,Citi Rewards,2021-06-14 18:51:56,Coffee
Apple TV+,11.77,Entertainment,DBS Live Fresh,2020-02-14 13:53:27,Household items
Clinic,155.45,Health,UOB One,2016-09-02 20:47:10,Gift
Optics,255.97,Health,HSBC Revolution,2021-12-29 18:18:42,
KFC,169.44,Food & Drinks,Citi Rewards,2025-03-15 09:50:10,Fuel
Uniqlo,572.01,Shopping,Amex Gold,2015-07-16 10:24:05,
Walmart,1442.55,Shopping,UOB One,2024-02-21 06:34:16,
Dental Care,52.71,Health,Citi Rewards,2010-02-25 14:22:17,
Dental Care,521.10,Health,Amex Gold,2015-10-10 00:25:57,Groceries
Grab,1754.86,Travel,HSBC Revolution,2025-09-12 08:00:28,Monthly subscription
Zara,418.99,Shopping,Amex Gold,2010-07-22 16:11:42,
Phone Carrier,58.93,Services,Chase Sapphire Preferred,2014-03-23 08:30:10,Coffee
Zara,903.16,Shopping,Amex Gold,2025-08-01 16:28:18,Hotel deposit
Shell,1721.24,Travel,DBS Live Fresh,2019-11-17 15:18:48,Top-up
Apple TV+,117.96,Entertainment,Citi Rewards,2012-07-27 22:18:17,
Walmart,410.50,Shopping,Chase Sapphire Preferred,2018-04-27 10:56:31,Membership renewal
Phone Carrier,57.04,Services,Citi Rewards,2020-04-08 21:00:58,
Zara,851.16,Shopping,HSBC Revolution,2017-06-21 15:13:48,Household items
Local Shop,361.27,Other,Chase Sapphire Preferred,2022-02-06 17:55:06,Lunch
McDonald's,11.12,Food & Drinks,Citi Rewards,2013-07-12 14:34:14,Fuel
Concerts,188.46,Entertainment,HSBC Revolution,2022-05-22 06:01:06,Dinner with friends
Shell,323.46,Travel,Chase Sapphire Preferred,2017-03-15 07:03:55,Coffee
Qantas,1477.83,Travel,HSBC Revolution,2020-06-15 15:23:12,Sale promo
Chipotle,179.14,Food & Drinks,HSBC Revolution,2019-08-02 12:58:06,Coffee
Chipotle,172.47,Food & Drinks,Chase Sapphire Preferred,2019-11-12 18:01:43,Delivery fee
Supermart,339.18,Other,UOB One,2014-01-04 16:22:03,Groceries
Zara,357.43,Shopping,HSBC Revolution,2012-06-10 10:31:35,
IKEA,218.48,Shopping,Citi Rewards,2023-04-21 14:44:09,
Adobe,75.48,Services,Chase Sapphire Preferred,2023-03-18 09:02:26,Groceries
Grab,164.00,Travel,Chase Sapphire Preferred,2024-09-27 12:39:56,
Cinema,29.78,Entertainment,UOB One,2020-06-19 19:04:02,
AirAsia,714.10,Travel,HSBC Revolution,2024-10-02 21:33:25,Sale promo
Supermart,170.41,Other,Amex Gold,2011-08-01 17:35:59,
Amazon,93.52,Shopping,Citi Rewards,2013-11-05 12:12:03,Top-up
Misc Store,233.53,Other,Amex Gold,2013-04-26 15:38:57,
Apple,338.98,Other,Citi Rewards,2022-07-28 15:11:25,
Netflix,15.00,Services,HSBC Revolution,2021-02-03 20:31:18,Hotel deposit
Apple TV+,106.12,Entertainment,DBS Live Fresh,2019-02-02 18:39:10,Gift
Spotify,10.26,Services,DBS Live Fresh,2015-08-14 20:09:38,
IKEA,1154.04,Shopping,Amex Gold,2021-05-30 16:49:20,Fuel
Burger King,171.14,Food & Drinks,HSBC Revolution,2014-03-27 14:54:57,Sale promo
McDonald's,19.81,Food & Drinks,HSBC Revolution,2019-02-19 11:19:23,
Phone Carrier,5.54,Services,Chase Sapphire Preferred,2023-11-06 15:53:36,Dinner with friends
Optics,245.87,Health,Amex Gold,2020-03-08 18:15:30,
Local Cafe,75.00,Food & Drinks,HSBC Revolution,2010-04-17 10:58:21,Snacks
Starbucks,175.28,Food & Drinks,Chase Sapphire Preferred,2018-07-03 17:02:39,
Arcade,90.43,Entertainment,Chase Sapphire Preferred,2012-06-18 06:56:04,
Dental Care,426.90,Health,DBS Live Fresh,2010-01-15 10:13:15,Sale promo
Apple TV+,85.84,Entertainment,DBS Live Fresh,2010-04-25 07:05:19,Monthly subscription
Expedia,1978.08,Travel,Amex Gold,2025-08-17 09:11:00,
Spotify,64.95,Services,Amex Gold,2016-07-09 05:36:13,Membership renewal
Concerts,152.82,Entertainment,Amex Gold,2016-10-12 18:14:14,Fuel
Starbucks,190.83,Food & Drinks,DBS Live Fresh,2013-03-28 07:04:30,Top-up
Supermart,121.57,Other,DBS Live Fresh,2017-11-30 20:16:02,Fuel
Expedia,1149.59,Travel,HSBC Revolution,2010-06-29 14:38:57,
Misc Store,309.68,Other,UOB One,2023-07-30 18:40:22,Delivery fee
Uniqlo,744.47,Shopping,DBS Live Fresh,2018-01-10 18:15:23,Fuel
Target,308.64,Shopping,Chase Sapphire Preferred,2013-02-28 18:33:50,
Netflix,32.35,Services,Chase Sapphire Preferred,2015-07-23 17:01:10,Gift
Uniqlo,886.20,Shopping,UOB One,2014-11-22 06:19:37,Snacks
Local Shop,80.70,Other,Citi Rewards,2012-03-09 16:55:43,
Shell,1391.26,Travel,UOB One,2021-07-13 17:10:25,
Burger King,188.94,Food & Drinks,UOB One,2018-11-22 15:58:54,
Shell,239.54,Travel,HSBC Revolution,2023-11-17 16:55:15,Fuel
Chipotle,21.44,Food & Drinks,Chase Sapphire Preferred,2014-05-23 08:16:07,Weekend trip
Subway,193.33,Food & Drinks,Citi Rewards,2017-06-24 09:58:43,
Netflix,38.13,Services,HSBC Revolution,2024-04-26 19:16:05,
Local Shop,240.86,Other,UOB One,2015-04-12 20:20:41,Sale promo
Adobe,16.17,Services,Chase Sapphire Preferred,2010-02-16 19:41:50,Snacks
Netflix,3.29,Services,UOB One,2011-10-10 09:56:02,Airport ride
Spotify,18.51,Services,DBS Live Fresh,2011-07-17 15:33:40,
Local Shop,16.70,Other,Amex Gold,2014-02-27 21:30:37,Delivery fee
Starbucks,15.54,Food & Drinks,Chase Sapphire Preferred,2011-02-01 15:54:41,
Subway,156.89,Food & Drinks,Amex Gold,2022-04-19 05:57:55,Airport ride
Dental Care,82.55,Health,Chase Sapphire Preferred,2024-10-20 10:17:48,
Local Cafe,197.39,Food & Drinks,HSBC Revolution,2011-03-10 18:16:56,
Subway,80.96,Food & Drinks,HSBC Revolution,2017-06-05 08:58:48,Airport ride
Walmart,1292.00,Shopping,Chase Sapphire Preferred,2025-03-21 23:18:08,
Pharmacy,553.13,Health,UOB One,2014-06-15 11:14:33,
Shell,204.61,Travel,Citi Rewards,2021-12-09 10:09:15,Delivery fee
iCloud,6.11,Services,Amex Gold,2022-10-27 13:27:16,Coffee
Local Shop,234.29,Other,Citi Rewards,2015-05-09 00:02:49,Pharmacy run
Apple,353.25,Other,HSBC Revolution,2018-02-04 22:59:41,Coffee
Concerts,86.78,Entertainment,HSBC Revolution,2025-01-19 17:40:06,
Local Shop,241.46,Other,DBS Live Fresh,2021-08-20 04:30:34,Hotel deposit
Adobe,5.23,Services,UOB One,2019-06-26 18:33:14,
Starbucks,135.71,Food & Drinks,HSBC Revolution,2020-10-14 19:17:40,Pharmacy run
Optics,150.49,Health,Amex Gold,2021-12-11 09:41:53,
AirAsia,869.72,Travel,Amex Gold,2020-04-04 12:06:42,Sale promo
Walmart,1675.00,Shopping,Citi Rewards,2011-04-21 15:53:44,Hotel deposit
Misc Store,319.09,Other,Chase Sapphire Preferred,2013-08-24 12:05:58,
Grab,801.68,Travel,DBS Live Fresh,2019-09-27 16:17:41,Sale promo
Decathlon,661.83,Shopping,Chase Sapphire Preferred,2023-05-28 15:22:02,
Phone Carrier,40.67,Services,Amex Gold,2019-01-11 09:46:09,Weekend trip
Local Shop,297.70,Other,Amex Gold,2020-04-25 14:57:11,Delivery fee
Cinema,120.57,Entertainment,Chase Sapphire Preferred,2024-08-30 09:51:44,
Apple TV+,148.72,Entertainment,Amex Gold,2018-09-22 15:57:39,Groceries
Phone Carrier,8.03,Services,Amex Gold,2012-02-02 08:42:52,Hotel deposit
Lyft,305.55,Travel,DBS Live Fresh,2024-01-20 19:13:15,
Uniqlo,977.23,Shopping,UOB One,2012-05-01 10:52:44,
Decathlon,1886.32,Shopping,Citi Rewards,2025-03-05 11:27:11,
Cinema,21.11,Entertainment,Citi Rewards,2014-10-02 18:31:41,
IKEA,637.94,Shopping,Amex Gold,2018-05-15 09:31:55,Fuel
Concerts,32.76,Entertainment,HSBC Revolution,2020-05-13 09:02:28,
iCloud,30.20,Services,Chase Sapphire Preferred,2018-08-24 12:39:45,
Uniqlo,1955.29,Shopping,Chase Sapphire Preferred,2021-04-09 10:36:08,
Dental Care,571.87,Health,Amex Gold,2025-05-18 15:58:00,
Grab,1381.28,Travel,Citi Rewards,2022-07-30 16:31:31,
Steam,80.89,Entertainment,Amex Gold,2021-06-03 17:31:13,Sale promo
Spotify,42.13,Services,Amex Gold,2020-08-31 06:43:50,
Decathlon,179.28,Shopping,Amex Gold,2015-06-16 07:42:56,
Target,110.94,Shopping,Amex Gold,2010-07-02 12:12:23,
Cinema,174.09,Entertainment,Amex Gold,2016-11-21 22:17:33,
Dental Care,441.70,Health,HSBC Revolution,2011-10-06 08:08:52,
IKEA,1813.63,Shopping,Amex Gold,2019-06-28 12:15:33,
Apple TV+,188.40,Entertainment,Chase Sapphire Preferred,2022-11-17 17:36:19,Fuel
Zara,1968.12,Shopping,Chase Sapphire Preferred,2016-01-05 14:28:33,Gift
Google,172.58,Other,Chase Sapphire Preferred,2022-08-07 14:08:24,
Uber,1991.07,Travel,DBS Live Fresh,2020-02-21 09:04:23,Coffee
Local Shop,124.13,Other,DBS Live Fresh,2022-02-25 14:35:50,
Decathlon,402.71,Shopping,Chase Sapphire Preferred,2020-11-08 09:41:28,
Clinic,82.75,Health,DBS Live Fresh,2013-10-19 18:28:03,
Grab,346.41,Travel,UOB One,2024-04-30 11:19:01,Snacks
Apple,365.94,Other,Citi Rewards,2025-08-15 10:41:32,Household items
Burger King,22.92,Food & Drinks,HSBC Revolution,2012-02-12 17:01:42,
Decathlon,1494.60,Shopping,HSBC Revolution,2018-10-21 23:03:51,
Steam,99.95,Entertainment,Citi Rewards,2020-01-24 22:48:10,
AirAsia,714.67,Travel,HSBC Revolution,2017-11-26 06:23:27,
Misc Store,90.46,Other,Amex Gold,2010-07-27 12:01:24,Snacks
Local Shop,307.39,Other,Amex Gold,2013-12-18 06:36:50,
Apple TV+,21.38,Entertainment,HSBC Revolution,2011-10-11 22:37:21,Coffee
Supermart,198.58,Other,Amex Gold,2022-05-11 07:12:16,
Zara,1249.31,Shopping,UOB One,2017-12-08 00:13:31,
Arcade,84.59,Entertainment,Chase Sapphire Preferred,2023-10-17 13:08:56,Lunch
